yyyymmdd,from_ccy,to_ccy,fx_rate
20171208,GBP,TWD,40.1799
20171210,GBP,TWD,40.1498
20171211,GBP,TWD,40.0435
20171212,GBP,TWD,39.9853
20171213,GBP,TWD,40.2913
20171214,GBP,TWD,40.3008
20171215,GBP,TWD,39.9465
20171217,GBP,TWD,39.9345
20171218,GBP,TWD,40.147
20171219,GBP,TWD,40.1334
20171220,GBP,TWD,40.1112
20171221,GBP,TWD,40.125
20171222,GBP,TWD,40.0021
20171225,GBP,TWD,40.0332
20171226,GBP,TWD,40.0565
20171227,GBP,TWD,40.1204
20171228,GBP,TWD,40.0801
20171229,GBP,TWD,40.1917
20180101,GBP,TWD,40.1129
20180102,GBP,TWD,40.2408
20180103,GBP,TWD,39.9943
20180104,GBP,TWD,40.089
20180105,GBP,TWD,40.0246
20180107,GBP,TWD,40.0015
20180108,GBP,TWD,40.056
20180109,GBP,TWD,40.0027
20180110,GBP,TWD,39.9794
20180111,GBP,TWD,40.0884
20180112,GBP,TWD,40.655
20180114,GBP,TWD,40.637
20180115,GBP,TWD,40.74
20180116,GBP,TWD,40.7604
20180117,GBP,TWD,40.8994
20180118,GBP,TWD,41.0649
20180119,GBP,TWD,40.7205
20180121,GBP,TWD,40.8187
20180122,GBP,TWD,40.893
20180123,GBP,TWD,40.9203
20180124,GBP,TWD,41.617
20180125,GBP,TWD,41.1183
20180126,GBP,TWD,41.2006
20180128,GBP,TWD,41.1373
20180129,GBP,TWD,41.041000000000004
20180130,GBP,TWD,41.3676
20180131,GBP,TWD,41.3619
20180201,GBP,TWD,41.6632
20180202,GBP,TWD,41.2821
20180204,GBP,TWD,41.2173
20180205,GBP,TWD,40.9799
20180206,GBP,TWD,40.9295
20180207,GBP,TWD,40.6245
20180208,GBP,TWD,40.8835
20180209,GBP,TWD,40.5489
20180211,GBP,TWD,40.4926
20180212,GBP,TWD,40.5704
20180213,GBP,TWD,40.7787
20180214,GBP,TWD,40.825
20180215,GBP,TWD,40.8902
20180216,GBP,TWD,40.7417
20180218,GBP,TWD,40.6261
20180219,GBP,TWD,40.7123
20180220,GBP,TWD,40.8314
20180221,GBP,TWD,40.6785
20180222,GBP,TWD,40.876
20180223,GBP,TWD,40.8881
20180225,GBP,TWD,40.942
20180226,GBP,TWD,40.8252
20180227,GBP,TWD,40.649
20180228,GBP,TWD,40.2905
20180301,GBP,TWD,40.3815
20180302,GBP,TWD,40.41
20180304,GBP,TWD,40.387
20180305,GBP,TWD,40.5595
20180306,GBP,TWD,40.6645
20180307,GBP,TWD,40.664
20180308,GBP,TWD,40.4249
20180309,GBP,TWD,40.5688
20180311,GBP,TWD,40.5925
20180312,GBP,TWD,40.7101
20180313,GBP,TWD,40.8572
20180314,GBP,TWD,40.8286
20180315,GBP,TWD,40.6285
20180316,GBP,TWD,40.6227
20180318,GBP,TWD,40.59
20180319,GBP,TWD,40.917
20180320,GBP,TWD,40.8183
20180321,GBP,TWD,41.269
20180322,GBP,TWD,41.0925
20180323,GBP,TWD,41.2246
20180325,GBP,TWD,41.2366
20180326,GBP,TWD,41.4312
20180327,GBP,TWD,41.2555
20180328,GBP,TWD,41.0464
20180329,GBP,TWD,40.8715
20180330,GBP,TWD,40.7793
20180402,GBP,TWD,40.9185
20180403,GBP,TWD,40.9713
20180404,GBP,TWD,41.0981
20180405,GBP,TWD,40.9163
20180406,GBP,TWD,41.2434
20180408,GBP,TWD,41.2443
20180409,GBP,TWD,41.2991
20180410,GBP,TWD,41.3914
20180411,GBP,TWD,41.398999999999994
20180412,GBP,TWD,41.6648
20180413,GBP,TWD,41.7384
20180415,GBP,TWD,41.7585
20180416,GBP,TWD,42.178000000000004
20180417,GBP,TWD,41.9572
20180418,GBP,TWD,41.6975
20180419,GBP,TWD,41.3442
20180420,GBP,TWD,41.1889
20180422,GBP,TWD,41.1688
20180423,GBP,TWD,41.2452
20180424,GBP,TWD,41.3938
20180425,GBP,TWD,41.3659
20180426,GBP,TWD,41.343999999999994
20180427,GBP,TWD,40.8334
20180429,GBP,TWD,40.8084
20180430,GBP,TWD,40.765
20180501,GBP,TWD,40.3722
20180502,GBP,TWD,40.4045
20180503,GBP,TWD,40.3203
20180504,GBP,TWD,40.2002
20180506,GBP,TWD,40.2208
20180507,GBP,TWD,40.3532
20180508,GBP,TWD,40.3444
20180509,GBP,TWD,40.5388
20180510,GBP,TWD,40.3707
20180511,GBP,TWD,40.3072
20180513,GBP,TWD,40.3231
20180514,GBP,TWD,40.3125
20180515,GBP,TWD,40.317
20180516,GBP,TWD,40.3141
20180517,GBP,TWD,40.418
20180518,GBP,TWD,40.2976
20180520,GBP,TWD,40.2785
20180521,GBP,TWD,40.2631
20180522,GBP,TWD,40.1736
20180523,GBP,TWD,39.99
20180524,GBP,TWD,40.0461
20180525,GBP,TWD,39.833
20180527,GBP,TWD,39.884
20180528,GBP,TWD,39.8404
20180529,GBP,TWD,39.7413
20180530,GBP,TWD,39.8937
20180531,GBP,TWD,39.8646
20180601,GBP,TWD,39.8259
20180603,GBP,TWD,39.8338
20180604,GBP,TWD,39.6897
20180605,GBP,TWD,39.9305
20180606,GBP,TWD,39.8792
20180607,GBP,TWD,39.929
20180608,GBP,TWD,39.9909
20180610,GBP,TWD,39.9923
20180611,GBP,TWD,39.8923
20180612,GBP,TWD,39.9185
20180613,GBP,TWD,39.973
20180614,GBP,TWD,39.698
20180615,GBP,TWD,39.8653
20180617,GBP,TWD,39.811
20180618,GBP,TWD,39.9565
20180619,GBP,TWD,39.7711
20180620,GBP,TWD,39.7305
20180621,GBP,TWD,40.1468
20180622,GBP,TWD,40.1947
20180624,GBP,TWD,40.1564
20180625,GBP,TWD,40.3495
20180626,GBP,TWD,40.2179
20180627,GBP,TWD,39.9578
20180628,GBP,TWD,39.989000000000004
20180629,GBP,TWD,40.2565
20180701,GBP,TWD,40.1901
20180702,GBP,TWD,40.131
20180703,GBP,TWD,40.3105
20180704,GBP,TWD,40.3611
20180705,GBP,TWD,40.3822
20180706,GBP,TWD,40.5112
20180708,GBP,TWD,40.6166
20180709,GBP,TWD,40.2443
20180710,GBP,TWD,40.3487
20180711,GBP,TWD,40.2552
20180712,GBP,TWD,40.3262
20180713,GBP,TWD,40.4633
20180715,GBP,TWD,40.4889
20180716,GBP,TWD,40.4493
20180717,GBP,TWD,40.0163
20180718,GBP,TWD,40.008
20180719,GBP,TWD,39.9147
20180720,GBP,TWD,40.3315
20180722,GBP,TWD,40.306999999999995
20180723,GBP,TWD,40.152
20180724,GBP,TWD,40.3617
20180725,GBP,TWD,40.3775
20180726,GBP,TWD,40.068000000000005
20180727,GBP,TWD,40.0626
20180729,GBP,TWD,40.111
20180730,GBP,TWD,40.1895
20180731,GBP,TWD,40.173
20180801,GBP,TWD,40.1833
20180802,GBP,TWD,39.939
20180803,GBP,TWD,39.9247
20180805,GBP,TWD,39.9686
20180806,GBP,TWD,39.6401
20180807,GBP,TWD,39.5861
20180808,GBP,TWD,39.4198
20180809,GBP,TWD,39.2964
20180810,GBP,TWD,39.2406
20180812,GBP,TWD,39.1848
20180813,GBP,TWD,39.3733
20180814,GBP,TWD,39.1965
20180815,GBP,TWD,39.1777
20180816,GBP,TWD,39.1488
20180817,GBP,TWD,39.2509
20180819,GBP,TWD,39.2396
20180820,GBP,TWD,39.3572
20180821,GBP,TWD,39.6199
20180822,GBP,TWD,39.6745
20180823,GBP,TWD,39.4562
20180824,GBP,TWD,39.5157
20180826,GBP,TWD,39.5303
20180827,GBP,TWD,39.6468
20180828,GBP,TWD,39.5395
20180829,GBP,TWD,39.9921
20180830,GBP,TWD,39.945
20180831,GBP,TWD,39.8072
20180902,GBP,TWD,39.6735
20180903,GBP,TWD,39.5276
20180904,GBP,TWD,39.5435
20180905,GBP,TWD,39.751
20180906,GBP,TWD,39.8127
20180907,GBP,TWD,39.7693
20180909,GBP,TWD,39.7732
20180910,GBP,TWD,40.1498
20180911,GBP,TWD,40.1463
20180912,GBP,TWD,40.2089
20180913,GBP,TWD,40.3763
20180914,GBP,TWD,40.19
20180916,GBP,TWD,40.1745
20180917,GBP,TWD,40.5319
20180918,GBP,TWD,40.5049
20180919,GBP,TWD,40.4524
20180920,GBP,TWD,40.8515
20180921,GBP,TWD,40.1228
20180923,GBP,TWD,40.1162
20180924,GBP,TWD,40.2705
20180925,GBP,TWD,40.4275
20180926,GBP,TWD,40.3994
20180927,GBP,TWD,39.9857
20180928,GBP,TWD,39.7869
20180930,GBP,TWD,39.8215
20181001,GBP,TWD,39.8426
20181002,GBP,TWD,39.796
20181003,GBP,TWD,39.6885
20181004,GBP,TWD,40.0974
20181005,GBP,TWD,40.4674
20181007,GBP,TWD,40.4896
20181008,GBP,TWD,40.5289
20181009,GBP,TWD,40.7095
20181010,GBP,TWD,40.9061
20181011,GBP,TWD,41.1416
20181012,GBP,TWD,40.6251
20181014,GBP,TWD,40.3796
20181015,GBP,TWD,40.6333
20181016,GBP,TWD,40.668
20181017,GBP,TWD,40.4572
20181018,GBP,TWD,40.317
20181019,GBP,TWD,40.4246
20181021,GBP,TWD,40.4487
20181022,GBP,TWD,40.08
20181023,GBP,TWD,40.2172
20181024,GBP,TWD,39.8655
20181025,GBP,TWD,39.7195
20181026,GBP,TWD,39.7591
20181028,GBP,TWD,39.7424
20181029,GBP,TWD,39.6515
20181030,GBP,TWD,39.3576
20181031,GBP,TWD,39.5178
20181101,GBP,TWD,40.1772
20181102,GBP,TWD,39.7588
20181104,GBP,TWD,39.9313
20181105,GBP,TWD,40.1079
20181106,GBP,TWD,40.312
20181107,GBP,TWD,40.3341
20181108,GBP,TWD,40.0936
20181109,GBP,TWD,39.9465
20181111,GBP,TWD,39.7387
20181112,GBP,TWD,39.6936
20181113,GBP,TWD,40.0493
20181114,GBP,TWD,40.1678
20181115,GBP,TWD,39.4038
20181116,GBP,TWD,39.6319
20181118,GBP,TWD,39.6753
20181119,GBP,TWD,39.7145
20181120,GBP,TWD,39.519
20181121,GBP,TWD,39.479
20181122,GBP,TWD,39.779
20181123,GBP,TWD,39.6153
20181125,GBP,TWD,39.6367
20181126,GBP,TWD,39.5677
20181127,GBP,TWD,39.3885
20181128,GBP,TWD,39.6234
20181129,GBP,TWD,39.4093
20181130,GBP,TWD,39.3288
20181202,GBP,TWD,39.3516
20181203,GBP,TWD,39.0867
20181204,GBP,TWD,39.0504
20181205,GBP,TWD,39.2219
20181206,GBP,TWD,39.4375
20181207,GBP,TWD,39.2598
20181209,GBP,TWD,39.1808
20181210,GBP,TWD,38.7861
20181211,GBP,TWD,38.5755
20181212,GBP,TWD,38.9726
20181213,GBP,TWD,39.0187
20181214,GBP,TWD,38.8475
20181216,GBP,TWD,38.8936
20181217,GBP,TWD,38.9391
20181218,GBP,TWD,38.9834
20181219,GBP,TWD,38.8541
20181220,GBP,TWD,38.9978
20181221,GBP,TWD,38.9
20181224,GBP,TWD,39.1862
20181225,GBP,TWD,39.0433
20181226,GBP,TWD,38.9248
20181227,GBP,TWD,38.9408
20181228,GBP,TWD,38.8998
20181230,GBP,TWD,38.9877
20181231,GBP,TWD,38.9971
20190101,GBP,TWD,38.9428
20190102,GBP,TWD,38.8262
20190103,GBP,TWD,39.0139
20190104,GBP,TWD,39.2295
20190106,GBP,TWD,39.2663
20190107,GBP,TWD,39.3733
20190108,GBP,TWD,39.213
20190109,GBP,TWD,39.3845
20190110,GBP,TWD,39.2493
20190111,GBP,TWD,39.5254
20190113,GBP,TWD,39.5708
20190114,GBP,TWD,39.6935
20190115,GBP,TWD,39.631
20190116,GBP,TWD,39.6993
20190117,GBP,TWD,40.062
20190118,GBP,TWD,39.7093
20190120,GBP,TWD,39.711
20190121,GBP,TWD,39.78
20190122,GBP,TWD,40.0299
20190123,GBP,TWD,40.369
20190124,GBP,TWD,40.3517
20190125,GBP,TWD,40.662
20190127,GBP,TWD,40.6385
20190128,GBP,TWD,40.5229
20190129,GBP,TWD,40.260999999999996
20190130,GBP,TWD,40.3516
20190131,GBP,TWD,40.27
20190201,GBP,TWD,40.2301
20190203,GBP,TWD,40.1763
20190204,GBP,TWD,40.1464
20190205,GBP,TWD,39.83
20190206,GBP,TWD,39.8088
20190207,GBP,TWD,39.9111
20190208,GBP,TWD,39.9013
20190210,GBP,TWD,39.8591
20190211,GBP,TWD,39.647
20190212,GBP,TWD,39.746
20190213,GBP,TWD,39.6055
20190214,GBP,TWD,39.466
20190215,GBP,TWD,39.7548
20190217,GBP,TWD,39.8242
20190218,GBP,TWD,39.8491
20190219,GBP,TWD,40.2837
20190220,GBP,TWD,40.2159
20190221,GBP,TWD,40.2054
20190222,GBP,TWD,40.2126
20190224,GBP,TWD,40.2761
20190225,GBP,TWD,40.3151
20190226,GBP,TWD,40.783
20190227,GBP,TWD,40.9637
20190228,GBP,TWD,40.8695
20190301,GBP,TWD,40.7139
20190303,GBP,TWD,40.8356
20190304,GBP,TWD,40.6271
20190305,GBP,TWD,40.65
20190306,GBP,TWD,40.6253
20190307,GBP,TWD,40.3992
20190308,GBP,TWD,40.2223
20190310,GBP,TWD,40.0868
20190311,GBP,TWD,40.6479
20190312,GBP,TWD,40.4
20190313,GBP,TWD,41.2239
20190314,GBP,TWD,40.9227
20190315,GBP,TWD,41.0322
20190317,GBP,TWD,41.0547
20190318,GBP,TWD,40.8506
20190319,GBP,TWD,40.8922
20190320,GBP,TWD,40.6765
20190321,GBP,TWD,40.3896
20190322,GBP,TWD,40.6986
20190324,GBP,TWD,40.71
20190325,GBP,TWD,40.6919
20190326,GBP,TWD,40.7215
20190327,GBP,TWD,40.7052
20190328,GBP,TWD,40.2467
20190329,GBP,TWD,40.1834
20190331,GBP,TWD,40.2017
20190401,GBP,TWD,40.3586
20190402,GBP,TWD,40.504
20190403,GBP,TWD,40.5443
20190404,GBP,TWD,40.2858
20190405,GBP,TWD,40.1573
20190407,GBP,TWD,40.1739
20190408,GBP,TWD,40.2849
20190409,GBP,TWD,40.2525
20190410,GBP,TWD,40.3547
20190411,GBP,TWD,40.2899
20190412,GBP,TWD,40.3608
20190414,GBP,TWD,40.3885
20190415,GBP,TWD,40.4248
20190416,GBP,TWD,40.2822
20190417,GBP,TWD,40.2169
20190418,GBP,TWD,40.0491
20190419,GBP,TWD,40.0459
20190421,GBP,TWD,40.0687
20190422,GBP,TWD,40.0542
20190423,GBP,TWD,39.9197
20190424,GBP,TWD,39.8336
20190425,GBP,TWD,39.8858
20190426,GBP,TWD,39.9299
20190428,GBP,TWD,39.9308
20190429,GBP,TWD,39.975
20190430,GBP,TWD,40.275999999999996
20190501,GBP,TWD,40.3255
20190502,GBP,TWD,40.2839
20190503,GBP,TWD,40.7017
20190505,GBP,TWD,40.6286
20190506,GBP,TWD,40.4944
20190507,GBP,TWD,40.42
20190508,GBP,TWD,40.2202
20190509,GBP,TWD,40.2825
20190510,GBP,TWD,40.246
20190512,GBP,TWD,40.2419
20190513,GBP,TWD,40.266
20190514,GBP,TWD,40.1984
20190515,GBP,TWD,39.951
20190516,GBP,TWD,39.8831
20190517,GBP,TWD,39.8442
20190519,GBP,TWD,39.8846
20190520,GBP,TWD,39.9603
20190521,GBP,TWD,39.978
20190522,GBP,TWD,39.9038
20190523,GBP,TWD,39.9151
20190524,GBP,TWD,40.0573
20190526,GBP,TWD,40.1076
20190527,GBP,TWD,39.8857
20190528,GBP,TWD,39.832
20190529,GBP,TWD,39.8735
20190530,GBP,TWD,39.8443
20190531,GBP,TWD,39.9172
20190602,GBP,TWD,39.9148
20190603,GBP,TWD,39.8758
20190604,GBP,TWD,39.967
20190605,GBP,TWD,39.8065
20190606,GBP,TWD,39.8034
20190607,GBP,TWD,39.983000000000004
20190609,GBP,TWD,40.0253
20190610,GBP,TWD,39.87
20190611,GBP,TWD,39.971
20190612,GBP,TWD,39.871
20190613,GBP,TWD,39.8965
20190614,GBP,TWD,39.6899
20190616,GBP,TWD,39.6495
20190617,GBP,TWD,39.4951
20190618,GBP,TWD,39.5743
20190619,GBP,TWD,39.6106
20190620,GBP,TWD,39.3538
20190621,GBP,TWD,39.5688
20190623,GBP,TWD,39.5394
20190624,GBP,TWD,39.5423
20190625,GBP,TWD,39.4476
20190626,GBP,TWD,39.4782
20190627,GBP,TWD,39.3615
20190628,GBP,TWD,39.3512
20190630,GBP,TWD,39.3568
20190701,GBP,TWD,39.1744
20190702,GBP,TWD,39.0945
20190703,GBP,TWD,39.1052
20190704,GBP,TWD,39.1128
20190705,GBP,TWD,38.9763
20190707,GBP,TWD,38.9741
20190708,GBP,TWD,39.0383
20190709,GBP,TWD,38.8549
20190710,GBP,TWD,38.9399
20190711,GBP,TWD,38.8516
20190712,GBP,TWD,39.0615
20190714,GBP,TWD,39.0248
20190715,GBP,TWD,38.857
20190716,GBP,TWD,38.5203
20190717,GBP,TWD,38.6338
20190718,GBP,TWD,38.9785
20190719,GBP,TWD,38.8093
20190721,GBP,TWD,38.7628
20190722,GBP,TWD,38.7657
20190723,GBP,TWD,38.664
20190724,GBP,TWD,38.8015
20190725,GBP,TWD,38.7119
20190726,GBP,TWD,38.5009
20190728,GBP,TWD,38.4696
20190729,GBP,TWD,37.9995
20190730,GBP,TWD,37.7563
20190731,GBP,TWD,37.821
20190801,GBP,TWD,37.8269
20190802,GBP,TWD,38.1928
20190804,GBP,TWD,38.0985
20190805,GBP,TWD,38.4076
20190806,GBP,TWD,38.3275
20190807,GBP,TWD,38.2185
20190808,GBP,TWD,38.0302
20190809,GBP,TWD,37.7275
20190811,GBP,TWD,37.729
20190812,GBP,TWD,37.923
20190813,GBP,TWD,37.9935
20190814,GBP,TWD,37.8725
20190815,GBP,TWD,37.9246
20190816,GBP,TWD,38.0811
20190818,GBP,TWD,38.1249
20190819,GBP,TWD,38.0301
20190820,GBP,TWD,38.2012
20190821,GBP,TWD,38.0111
20190822,GBP,TWD,38.4373
20190823,GBP,TWD,38.5592
20190825,GBP,TWD,38.4833
20190826,GBP,TWD,38.3979
20190827,GBP,TWD,38.5975
20190828,GBP,TWD,38.3655
20190829,GBP,TWD,38.2447
20190830,GBP,TWD,38.1186
20190901,GBP,TWD,38.069
20190902,GBP,TWD,37.8746
20190903,GBP,TWD,37.9335
20190904,GBP,TWD,38.3498
20190905,GBP,TWD,38.5617
20190906,GBP,TWD,38.3715
20190908,GBP,TWD,38.3354
20190909,GBP,TWD,38.5345
20190910,GBP,TWD,38.5704
20190911,GBP,TWD,38.4249
20190912,GBP,TWD,38.2786
20190913,GBP,TWD,38.6696
20190915,GBP,TWD,38.5421
20190916,GBP,TWD,38.4321
20190917,GBP,TWD,38.7606
20190918,GBP,TWD,38.6369
20190919,GBP,TWD,38.8251
20190920,GBP,TWD,38.631
20190922,GBP,TWD,38.5756
20190923,GBP,TWD,38.5626
20190924,GBP,TWD,38.7468
20190925,GBP,TWD,38.3233
20190926,GBP,TWD,38.2463
20190927,GBP,TWD,38.1518
20190929,GBP,TWD,38.1686
20190930,GBP,TWD,38.1657
20191001,GBP,TWD,38.2044
20191002,GBP,TWD,38.199
20161002,GBP,USD,1.2919999999999998
20161003,GBP,USD,1.2842
20161004,GBP,USD,1.2728
20161005,GBP,USD,1.2749
20161006,GBP,USD,1.2616
20161007,GBP,USD,1.2434
20161009,GBP,USD,1.2398
20161010,GBP,USD,1.2362
20161011,GBP,USD,1.2123
20161012,GBP,USD,1.2204
20161013,GBP,USD,1.2254
20161014,GBP,USD,1.2191
20161016,GBP,USD,1.2156
20161017,GBP,USD,1.2183
20161018,GBP,USD,1.2298
20161019,GBP,USD,1.2285
20161020,GBP,USD,1.2254
20161021,GBP,USD,1.2234
20161023,GBP,USD,1.2224
20161024,GBP,USD,1.2238
20161025,GBP,USD,1.2188
20161026,GBP,USD,1.2247
20161027,GBP,USD,1.2164
20161028,GBP,USD,1.2185
20161030,GBP,USD,1.2178
20161031,GBP,USD,1.2242
20161101,GBP,USD,1.2243
20161102,GBP,USD,1.2304
20161103,GBP,USD,1.2461
20161104,GBP,USD,1.2517
20161106,GBP,USD,1.2452
20161107,GBP,USD,1.2396
20161108,GBP,USD,1.2379
20161109,GBP,USD,1.2406
20161110,GBP,USD,1.2555
20161111,GBP,USD,1.2596
20161113,GBP,USD,1.2570000000000001
20161114,GBP,USD,1.249
20161115,GBP,USD,1.2457
20161116,GBP,USD,1.2443
20161117,GBP,USD,1.2417
20161118,GBP,USD,1.2342
20161120,GBP,USD,1.2342
20161121,GBP,USD,1.2494
20161122,GBP,USD,1.2423
20161123,GBP,USD,1.2443
20161124,GBP,USD,1.2451
20161125,GBP,USD,1.2477
20161127,GBP,USD,1.2467
20161128,GBP,USD,1.2416
20161129,GBP,USD,1.2493
20161130,GBP,USD,1.2506
20161201,GBP,USD,1.2591
20161202,GBP,USD,1.2729
20161204,GBP,USD,1.2684
20161205,GBP,USD,1.2732
20161206,GBP,USD,1.2678
20161207,GBP,USD,1.2626
20161208,GBP,USD,1.2586
20161209,GBP,USD,1.2572
20161211,GBP,USD,1.2577
20161212,GBP,USD,1.2679
20161213,GBP,USD,1.2658
20161214,GBP,USD,1.2564
20161215,GBP,USD,1.2418
20161216,GBP,USD,1.2496
20161218,GBP,USD,1.2487
20161219,GBP,USD,1.2395
20161220,GBP,USD,1.2368
20161221,GBP,USD,1.2353
20161222,GBP,USD,1.2283
20161223,GBP,USD,1.2282
20161226,GBP,USD,1.2282
20161227,GBP,USD,1.2271
20161228,GBP,USD,1.2226
20161229,GBP,USD,1.2261
20161230,GBP,USD,1.234
20170102,GBP,USD,1.2278
20170103,GBP,USD,1.2237
20170104,GBP,USD,1.2323
20170105,GBP,USD,1.2419
20170106,GBP,USD,1.2287
20170108,GBP,USD,1.225
20170109,GBP,USD,1.2163
20170110,GBP,USD,1.2177
20170111,GBP,USD,1.2213
20170112,GBP,USD,1.2162
20170113,GBP,USD,1.2182
20170115,GBP,USD,1.2
20170116,GBP,USD,1.2047
20170117,GBP,USD,1.2414
20170118,GBP,USD,1.2261
20170119,GBP,USD,1.2342
20170120,GBP,USD,1.2375
20170122,GBP,USD,1.2378
20170123,GBP,USD,1.2535
20170124,GBP,USD,1.252
20170125,GBP,USD,1.2634
20170126,GBP,USD,1.2597
20170127,GBP,USD,1.2555
20170129,GBP,USD,1.2588
20170130,GBP,USD,1.2486
20170131,GBP,USD,1.2579
20170201,GBP,USD,1.2659
20170202,GBP,USD,1.2527
20170203,GBP,USD,1.2484
20170205,GBP,USD,1.2487
20170206,GBP,USD,1.2469
20170207,GBP,USD,1.2509
20170208,GBP,USD,1.2541
20170209,GBP,USD,1.2497
20170210,GBP,USD,1.2491
20170212,GBP,USD,1.2476
20170213,GBP,USD,1.2526
20170214,GBP,USD,1.2468
20170215,GBP,USD,1.2461
20170216,GBP,USD,1.2489
20170217,GBP,USD,1.2412
20170219,GBP,USD,1.2409999999999999
20170220,GBP,USD,1.2463
20170221,GBP,USD,1.2473
20170222,GBP,USD,1.245
20170223,GBP,USD,1.2556
20170224,GBP,USD,1.2462
20170226,GBP,USD,1.2474
20170227,GBP,USD,1.2442
20170228,GBP,USD,1.238
20170301,GBP,USD,1.2293
20170302,GBP,USD,1.2267
20170303,GBP,USD,1.2291
20170305,GBP,USD,1.2288
20170306,GBP,USD,1.2236
20170307,GBP,USD,1.22
20170308,GBP,USD,1.2168
20170309,GBP,USD,1.2165
20170310,GBP,USD,1.2167
20170312,GBP,USD,1.2163
20170313,GBP,USD,1.2219
20170314,GBP,USD,1.2153
20170315,GBP,USD,1.2291
20170316,GBP,USD,1.236
20170317,GBP,USD,1.2396
20170319,GBP,USD,1.2387
20170320,GBP,USD,1.2358
20170321,GBP,USD,1.2478
20170322,GBP,USD,1.2485
20170323,GBP,USD,1.2521
20170324,GBP,USD,1.2473
20170326,GBP,USD,1.2493
20170327,GBP,USD,1.2559
20170328,GBP,USD,1.245
20170329,GBP,USD,1.2434
20170330,GBP,USD,1.2468
20170331,GBP,USD,1.255
20170402,GBP,USD,1.2546
20170403,GBP,USD,1.2486
20170404,GBP,USD,1.244
20170405,GBP,USD,1.2483
20170406,GBP,USD,1.247
20170407,GBP,USD,1.2371
20170409,GBP,USD,1.2381
20170410,GBP,USD,1.2415
20170411,GBP,USD,1.2491
20170412,GBP,USD,1.254
20170413,GBP,USD,1.2503
20170414,GBP,USD,1.2523
20170416,GBP,USD,1.2533
20170417,GBP,USD,1.2565
20170418,GBP,USD,1.2841
20170419,GBP,USD,1.2777
20170420,GBP,USD,1.2813
20170421,GBP,USD,1.2817
20170423,GBP,USD,1.2841
20170424,GBP,USD,1.2796
20170425,GBP,USD,1.2842
20170426,GBP,USD,1.2848
20170427,GBP,USD,1.2904
20170428,GBP,USD,1.2951
20170430,GBP,USD,1.2933
20170501,GBP,USD,1.2886
20170502,GBP,USD,1.2939
20170503,GBP,USD,1.2867
20170504,GBP,USD,1.2923
20170505,GBP,USD,1.2982
20170507,GBP,USD,1.2984
20170508,GBP,USD,1.294
20170509,GBP,USD,1.2934
20170510,GBP,USD,1.2938
20170511,GBP,USD,1.2886
20170512,GBP,USD,1.2890000000000001
20170514,GBP,USD,1.2882
20170515,GBP,USD,1.2896
20170516,GBP,USD,1.2917
20170517,GBP,USD,1.297
20170518,GBP,USD,1.2938
20170519,GBP,USD,1.3036
20170521,GBP,USD,1.2994
20170522,GBP,USD,1.3
20170523,GBP,USD,1.2961
20170524,GBP,USD,1.2972
20170525,GBP,USD,1.2942
20170526,GBP,USD,1.2804
20170528,GBP,USD,1.2805
20170529,GBP,USD,1.284
20170530,GBP,USD,1.2859
20170531,GBP,USD,1.2890000000000001
20170601,GBP,USD,1.2882
20170602,GBP,USD,1.2888
20170604,GBP,USD,1.2862
20170605,GBP,USD,1.2904
20170606,GBP,USD,1.2911
20170607,GBP,USD,1.296
20170608,GBP,USD,1.2956
20170609,GBP,USD,1.2746
20170611,GBP,USD,1.2715
20170612,GBP,USD,1.2659
20170613,GBP,USD,1.2754
20170614,GBP,USD,1.2751
20170615,GBP,USD,1.2758
20170616,GBP,USD,1.2783
20170618,GBP,USD,1.2764
20170619,GBP,USD,1.2737
20170620,GBP,USD,1.2629
20170621,GBP,USD,1.2671
20170622,GBP,USD,1.2682
20170623,GBP,USD,1.2718
20170625,GBP,USD,1.2737
20170626,GBP,USD,1.2723
20170627,GBP,USD,1.2814
20170628,GBP,USD,1.2926
20170629,GBP,USD,1.3007
20170630,GBP,USD,1.3025
20170702,GBP,USD,1.3004
20170703,GBP,USD,1.294
20170704,GBP,USD,1.2919999999999998
20170705,GBP,USD,1.2934
20170706,GBP,USD,1.2971
20170707,GBP,USD,1.2890000000000001
20170709,GBP,USD,1.2884
20170710,GBP,USD,1.2881
20170711,GBP,USD,1.2848
20170712,GBP,USD,1.2885
20170713,GBP,USD,1.2939
20170714,GBP,USD,1.3098
20170716,GBP,USD,1.3097
20170717,GBP,USD,1.3055
20170718,GBP,USD,1.304
20170719,GBP,USD,1.3022
20170720,GBP,USD,1.2973
20170721,GBP,USD,1.2997
20170723,GBP,USD,1.2995
20170724,GBP,USD,1.3028
20170725,GBP,USD,1.3025
20170726,GBP,USD,1.3122
20170727,GBP,USD,1.3066
20170728,GBP,USD,1.3136
20170730,GBP,USD,1.3130000000000002
20170731,GBP,USD,1.3215
20170801,GBP,USD,1.3203
20170802,GBP,USD,1.3223
20170803,GBP,USD,1.3138
20170804,GBP,USD,1.304
20170806,GBP,USD,1.3042
20170807,GBP,USD,1.3035
20170808,GBP,USD,1.2992
20170809,GBP,USD,1.3004
20170810,GBP,USD,1.2977
20170811,GBP,USD,1.3014
20170813,GBP,USD,1.3001
20170814,GBP,USD,1.2964
20170815,GBP,USD,1.2869
20170816,GBP,USD,1.2891
20170817,GBP,USD,1.2868
20170818,GBP,USD,1.287
20170820,GBP,USD,1.2865
